service_id,booking_id,hotel_id,employee_id,service_name,service_date,quantity,unit_price,total_price
SER000947,BOOK002929,HOT0180,EMP00190,Dinner,2025-07-20,4,1500,6000
SER000948,BOOK001182,HOT0033,EMP00320,Dinner,2025-04-23,3,500,1500
SER000949,BOOK004797,HOT0209,EMP00078,Dinner,2024-12-09,4,2000,8000
SER000950,BOOK003994,HOT0106,EMP00639,Lunch,2025-01-21,3,1000,3000
SER000951,BOOK003868,HOT0133,EMP00483,Spa,2025-09-20,2,2000,4000
SER000952,BOOK003162,HOT0068,EMP00360,Lunch,2025-07-17,1,500,500
SER000953,BOOK000523,HOT0050,EMP00753,Lunch,2025-01-18,1,750,750
SER000954,BOOK002270,HOT0013,EMP00528,Mini Bar,2025-07-10,2,2000,4000
SER000955,BOOK004912,HOT0159,EMP00563,Room Cleaning,2025-03-16,3,500,1500
SER000956,BOOK003134,HOT0049,EMP00289,Spa,2025-01-31,1,1500,1500
SER000957,BOOK004884,HOT0012,EMP00039,Room Cleaning,2024-08-10,2,1000,2000
SER000958,BOOK004376,HOT0246,EMP00540,Gym,2026-05-04,2,2000,4000
SER000959,BOOK003587,HOT0016,EMP00049,Mini Bar,2025-05-20,1,750,750
SER000960,BOOK000791,HOT0084,EMP00415,Mini Bar,2026-05-27,3,500,1500
SER000961,BOOK003225,HOT0101,EMP00710,Swimming Pool,2026-05-06,3,500,1500
SER000962,BOOK003880,HOT0234,EMP00682,Laundry,2026-02-21,2,500,1000
SER000963,BOOK001522,HOT0202,EMP00297,Laundry,2026-03-23,1,1500,1500
SER000964,BOOK000850,HOT0017,EMP00213,Lunch,2026-03-15,2,1000,2000
SER000965,BOOK003333,HOT0198,EMP00738,Breakfast,2026-02-04,3,750,2250
SER000966,BOOK000377,HOT0142,EMP00542,Breakfast,2026-02-28,4,500,2000
SER000967,BOOK000249,HOT0244,EMP00570,Spa,2025-09-18,4,1000,4000
SER000968,BOOK002840,HOT0190,EMP00500,Dinner,2024-11-06,4,500,2000
SER000969,BOOK003351,HOT0131,EMP00747,Spa,2026-06-06,1,1500,1500
SER000970,BOOK002952,HOT0212,EMP00268,Mini Bar,2024-10-25,4,2000,8000
SER000971,BOOK001777,HOT0023,EMP00287,Swimming Pool,2026-02-26,3,500,1500
SER000972,BOOK002689,HOT0115,EMP00471,Room Cleaning,2025-08-01,2,250,500
SER000973,BOOK000697,HOT0217,EMP00369,Gym,2026-03-07,1,1500,1500
SER000974,BOOK000358,HOT0116,EMP00224,Lunch,2026-03-29,4,2000,8000
SER000975,BOOK004001,HOT0163,EMP00784,Breakfast,2024-12-06,2,500,1000
SER000976,BOOK003105,HOT0083,EMP00485,Swimming Pool,2025-09-02,4,500,2000
SER000977,BOOK003577,HOT0153,EMP00350,Mini Bar,2026-07-28,2,250,500
SER000978,BOOK001006,HOT0236,,Breakfast,2025-03-09,1,250,250
SER000979,BOOK001781,HOT0040,EMP00235,Swimming Pool,2025-03-05,4,500,2000
SER000980,BOOK000901,HOT0109,EMP00042,Gym,2024-12-10,1,2000,2000
SER000981,BOOK001071,HOT0046,EMP00295,Gym,2025-08-25,2,2000,4000
SER000982,BOOK000352,HOT0139,EMP00256,Dinner,2025-06-04,2,1500,3000
SER000983,BOOK001952,HOT0100,,Gym,2024-09-11,4,1500,6000
SER000984,BOOK001301,HOT0096,EMP00448,Breakfast,2025-09-26,4,250,1000
SER000985,BOOK004576,HOT0108,EMP00343,Gym,2025-07-26,4,250,1000
SER000986,BOOK001895,HOT0010,EMP00188,Dinner,2025-11-08,3,500,1500
SER000987,BOOK000203,HOT0044,EMP00314,Dinner,2026-05-26,3,500,1500
SER000988,BOOK002379,HOT0027,EMP00115,Airport Pickup,2025-03-22,2,2000,4000
SER000989,BOOK001809,HOT0043,EMP00786,Spa,2024-12-05,2,1500,3000
SER000990,BOOK000158,HOT0242,EMP00075,Airport Pickup,2026-04-27,4,500,2000
SER000991,BOOK004268,HOT0208,EMP00525,Laundry,2025-04-06,3,750,2250
SER000992,BOOK004405,HOT0106,EMP00446,Spa,2026-08-14,1,2000,2000
SER000993,BOOK000006,HOT0084,EMP00534,Airport Pickup,2025-06-27,3,250,750
SER000994,BOOK002412,HOT0175,EMP00416,Dinner,2026-04-15,3,250,750
SER000995,BOOK003741,HOT0105,EMP00639,Laundry,2025-04-05,1,1000,1000
SER000996,BOOK001799,HOT0229,EMP00764,Laundry,2026-03-10,4,500,2000
SER000997,BOOK004366,HOT0238,EMP00183,Spa,2024-08-30,3,2000,6000
SER000998,BOOK003660,HOT0220,EMP00125,Gym,2026-04-15,3,250,750
SER000999,BOOK001082,HOT0127,EMP00593,Mini Bar,2026-08-28,4,1500,6000
SER001000,BOOK003884,HOT0064,EMP00668,Swimming Pool,2025-05-17,3,750,2250
SER001001,BOOK002587,HOT0143,EMP00245,Airport Pickup,2024-11-08,2,2000,4000
SER001002,BOOK001683,HOT0223,EMP00608,Room Cleaning,2026-06-04,2,2000,4000
SER001003,BOOK003328,HOT0215,EMP00596,Dinner,2025-12-10,3,750,2250
SER001004,BOOK002228,HOT0170,EMP00683,Mini Bar,2025-12-10,2,1000,2000
SER001005,BOOK004176,HOT0024,EMP00152,Mini Bar,2025-05-01,2,750,1500
SER001006,BOOK001958,HOT0104,EMP00026,Dinner,2024-10-15,3,2000,6000
SER001007,BOOK000486,HOT0044,EMP00095,Gym,2025-04-05,1,1000,1000
SER001008,BOOK002708,HOT0247,EMP00065,Spa,2026-04-13,4,750,3000
SER001009,BOOK004363,HOT0081,EMP00519,Swimming Pool,2025-12-01,3,1500,4500
SER001010,BOOK002300,HOT0117,EMP00613,Laundry,2025-12-25,3,1500,4500
SER001011,BOOK004670,HOT0169,EMP00197,Dinner,2025-08-18,2,2000,4000
SER001012,BOOK003935,HOT0010,EMP00768,Dinner,2025-01-18,2,250,500
SER001013,BOOK003805,HOT0233,EMP00582,Dinner,2026-03-30,1,1500,1500
SER001014,BOOK001128,HOT0217,EMP00351,Room Cleaning,2025-08-06,3,500,1500
SER001015,BOOK000961,HOT0071,EMP00590,Room Cleaning,2025-08-30,4,750,3000
SER001016,BOOK001874,HOT0082,EMP00382,Room Cleaning,2025-06-26,4,1000,4000
SER001017,BOOK002036,HOT0149,EMP00239,Lunch,2025-08-05,4,2000,8000
SER001018,BOOK001418,HOT0206,EMP00578,Airport Pickup,2025-12-08,4,2000,8000
SER001019,BOOK003097,HOT0009,EMP00666,Lunch,2025-12-04,1,500,500
SER001020,BOOK003021,HOT0172,EMP00495,Gym,2025-03-18,2,1000,2000
SER001021,BOOK002736,HOT0137,EMP00309,Swimming Pool,2025-02-18,3,750,2250
SER001022,BOOK002475,HOT0144,EMP00695,Gym,2025-07-08,2,1000,2000
SER001023,BOOK001178,HOT0100,EMP00533,Breakfast,2026-06-29,2,1500,3000
SER001024,BOOK003669,HOT0239,EMP00339,Breakfast,2025-12-24,3,1000,3000
SER001025,BOOK004712,HOT0230,EMP00005,Gym,2026-02-28,4,750,3000
SER001026,BOOK004827,HOT0236,EMP00323,Room Cleaning,2025-10-04,2,1500,3000
SER001027,BOOK004290,HOT0060,EMP00360,Lunch,2025-06-22,1,500,500
SER001028,BOOK001360,HOT0082,EMP00497,Laundry,2025-11-18,4,500,2000
SER001029,BOOK002209,HOT0081,EMP00477,Gym,2024-11-14,2,500,1000
SER001030,BOOK001822,HOT0228,EMP00484,Room Cleaning,2025-06-06,2,2000,4000
SER001031,BOOK004621,HOT0065,EMP00705,Airport Pickup,2026-06-03,4,500,2000
SER001032,BOOK003074,HOT0074,EMP00488,Mini Bar,2025-08-24,4,2000,8000
SER001033,BOOK004821,HOT0076,EMP00242,Laundry,2025-09-04,1,500,500
SER001034,BOOK003341,HOT0015,EMP00153,Mini Bar,2024-09-19,4,2000,8000
SER001035,BOOK000794,HOT0202,EMP00725,Swimming Pool,2026-01-03,2,2000,4000
SER001036,BOOK000572,HOT0151,EMP00599,Lunch,2026-07-02,1,2000,2000
SER001037,BOOK001592,HOT0170,EMP00515,Room Cleaning,2026-01-06,2,750,1500
SER001038,BOOK003375,HOT0130,EMP00553,Airport Pickup,2026-07-27,2,2000,4000
SER001039,BOOK004687,HOT0146,EMP00347,Swimming Pool,2025-03-24,3,750,2250
SER001040,BOOK001527,HOT0248,EMP00328,Spa,2025-02-21,3,2000,6000
SER001041,BOOK001697,HOT0026,EMP00316,Spa,2025-12-24,2,1500,3000
SER001042,BOOK004904,HOT0022,EMP00792,Mini Bar,2026-08-05,4,1500,6000
SER001043,BOOK003967,HOT0221,EMP00730,Laundry,2026-02-20,4,2000,8000
SER001044,BOOK000098,HOT0151,EMP00411,Dinner,2026-07-24,4,1500,6000
SER001045,BOOK002152,HOT0249,EMP00749,Room Cleaning,2026-08-28,2,500,1000
SER001046,BOOK004837,HOT0209,EMP00645,Mini Bar,2025-01-08,4,250,1000
SER001047,BOOK001393,HOT0159,EMP00566,Mini Bar,2025-05-05,4,1500,6000
SER001048,BOOK002117,HOT0020,EMP00396,Breakfast,2025-05-05,1,750,750
SER001049,BOOK002792,HOT0190,EMP00703,Room Cleaning,2024-10-13,2,1000,2000
SER001050,BOOK001357,HOT0041,EMP00580,Airport Pickup,2025-11-11,4,1000,4000
SER001051,BOOK002937,HOT0130,EMP00386,Swimming Pool,2025-12-18,3,2000,6000
SER001052,BOOK003056,HOT0079,EMP00645,Laundry,2024-12-27,1,750,750
SER001053,BOOK002755,HOT0051,EMP00735,Laundry,2025-08-24,4,250,1000
SER001054,BOOK004983,HOT0055,EMP00754,Breakfast,2025-11-19,2,2000,4000
SER001055,BOOK001065,HOT0158,EMP00753,Airport Pickup,2024-10-17,1,2000,2000
SER001056,BOOK003436,HOT0218,EMP00314,Airport Pickup,2025-01-28,4,2000,8000
SER001057,BOOK001414,HOT0067,EMP00615,Dinner,2025-04-01,4,1000,4000
SER001058,BOOK002352,HOT0090,EMP00132,Gym,2025-04-11,3,2000,6000
SER001059,BOOK000105,HOT0032,EMP00752,Breakfast,2025-11-23,2,1000,2000
SER001060,BOOK002447,HOT0240,,Room Cleaning,2026-05-29,4,1500,6000
SER001061,BOOK000943,HOT0075,EMP00190,Airport Pickup,2026-03-30,2,750,1500
SER001062,BOOK004261,HOT0130,EMP00242,Mini Bar,2025-10-26,3,1500,4500
SER001063,BOOK002702,HOT0083,EMP00390,Swimming Pool,2025-12-23,3,1000,3000
SER001064,BOOK004968,HOT0099,EMP00172,Airport Pickup,2025-05-19,2,500,1000
SER001065,BOOK002055,HOT0110,EMP00218,Gym,2026-08-16,3,500,1500
SER001066,BOOK003500,HOT0032,EMP00576,Lunch,2025-03-12,3,2000,6000
SER001067,BOOK003991,HOT0027,EMP00790,Spa,2026-04-28,1,1000,1000
SER001068,BOOK001621,HOT0203,EMP00200,Spa,2026-04-16,2,500,1000
SER001069,BOOK002039,HOT0249,EMP00034,Dinner,2025-06-07,3,1500,4500
SER001070,BOOK003221,HOT0005,EMP00440,Laundry,2026-04-25,4,1000,4000
SER001071,BOOK004700,HOT0227,EMP00350,Laundry,2026-07-19,3,750,2250
SER001072,BOOK003589,HOT0240,EMP00149,Airport Pickup,2024-10-15,3,750,2250
SER001073,BOOK001306,HOT0071,EMP00148,Swimming Pool,2024-11-21,4,1000,4000
SER001074,BOOK004494,HOT0046,EMP00247,Airport Pickup,2025-05-29,4,250,1000
SER001075,BOOK003543,HOT0049,EMP00120,Breakfast,2025-01-14,3,250,750
SER001076,BOOK001079,HOT0214,EMP00037,Laundry,2026-01-01,3,750,2250
SER001077,BOOK004380,HOT0087,EMP00183,Mini Bar,2024-11-16,3,250,750
SER001078,BOOK002733,HOT0029,EMP00505,Lunch,2024-10-13,3,500,1500
SER001079,BOOK001524,HOT0090,EMP00131,Breakfast,2025-05-16,1,1500,1500
SER001080,BOOK002561,HOT0175,EMP00653,Mini Bar,2024-08-13,3,250,750
SER001081,BOOK001660,HOT0159,EMP00589,Breakfast,2025-04-20,2,2000,4000
SER001082,BOOK000343,HOT0249,EMP00051,Swimming Pool,2025-07-02,1,1500,1500
SER001083,BOOK000324,HOT0044,EMP00627,Room Cleaning,2026-08-15,4,1000,4000
SER001084,BOOK000190,HOT0100,EMP00348,Airport Pickup,2025-08-09,2,500,1000
SER001085,BOOK004595,HOT0229,EMP00229,Lunch,2026-05-19,3,250,750
SER001086,BOOK000680,HOT0229,EMP00360,Mini Bar,2025-01-27,3,750,2250
SER001087,BOOK000213,HOT0094,EMP00283,Lunch,2025-03-17,4,750,3000
SER001088,BOOK000267,HOT0167,EMP00698,Room Cleaning,2025-07-24,2,250,500
SER001089,BOOK001811,HOT0205,EMP00239,Lunch,2025-12-13,2,1500,3000
SER001090,BOOK004377,HOT0169,EMP00551,Mini Bar,2026-08-07,2,1000,2000
SER001091,BOOK004082,HOT0066,EMP00348,Room Cleaning,2026-04-20,1,1500,1500
SER001092,BOOK001373,HOT0206,EMP00666,Mini Bar,2025-03-15,4,1000,4000
SER001093,BOOK001656,HOT0017,EMP00764,Room Cleaning,2025-06-01,4,250,1000
SER001094,BOOK004615,HOT0179,EMP00748,Gym,2025-05-11,1,750,750
SER001095,BOOK003468,HOT0040,EMP00328,Lunch,2026-09-08,2,1000,2000
SER001096,BOOK000473,HOT0141,EMP00561,Spa,2025-01-03,3,2000,6000
SER001097,BOOK002201,HOT0078,EMP00629,Mini Bar,2024-12-25,3,750,2250
SER001098,BOOK002069,HOT0089,EMP00763,Lunch,2026-06-01,4,1500,6000
SER001099,BOOK004557,HOT0207,EMP00394,Room Cleaning,2025-03-07,3,1000,3000
SER001100,BOOK004080,HOT0087,EMP00279,Breakfast,2025-06-25,3,2000,6000
SER001101,BOOK001995,HOT0048,EMP00005,Lunch,2024-10-31,1,1000,1000
SER001102,BOOK004456,HOT0047,EMP00571,Breakfast,2024-10-01,3,1000,3000
SER001103,BOOK003336,HOT0018,EMP00132,Mini Bar,2024-11-30,2,500,1000
SER001104,BOOK002247,HOT0156,EMP00715,Mini Bar,2025-07-30,3,2000,6000
SER001105,BOOK004607,HOT0186,EMP00717,Lunch,2024-11-10,1,250,250
SER001106,BOOK003755,HOT0237,EMP00665,Room Cleaning,2024-12-05,3,2000,6000
SER001107,BOOK001504,HOT0016,EMP00642,Spa,2025-10-09,4,750,3000
SER001108,BOOK002374,HOT0233,EMP00503,Dinner,2026-07-24,4,500,2000
SER001109,BOOK001555,HOT0072,EMP00423,Swimming Pool,2025-02-16,3,1000,3000
SER001110,BOOK000023,HOT0213,EMP00035,Airport Pickup,2024-09-18,3,500,1500
SER001111,BOOK001199,HOT0075,EMP00458,Mini Bar,2026-03-13,3,1000,3000
SER001112,BOOK003112,HOT0130,EMP00417,Airport Pickup,2025-04-03,1,750,750
SER001113,BOOK003797,HOT0077,EMP00160,Mini Bar,2025-03-05,4,250,1000
SER001114,BOOK000729,HOT0170,EMP00008,Spa,2026-03-27,1,500,500
SER001115,BOOK000557,HOT0217,EMP00500,Laundry,2026-03-05,1,1500,1500
SER001116,BOOK004934,HOT0047,EMP00619,Laundry,2026-03-10,4,1000,4000
SER001117,BOOK002058,HOT0138,EMP00471,Room Cleaning,2025-12-05,1,1500,1500
SER001118,BOOK002080,HOT0074,EMP00606,Spa,2025-02-17,1,2000,2000
SER001119,BOOK004881,HOT0139,EMP00170,Laundry,2024-12-25,3,1000,3000
SER001120,BOOK002164,HOT0037,EMP00353,Airport Pickup,2025-04-12,2,250,608
SER001121,BOOK000192,HOT0234,EMP00600,Mini Bar,2025-08-18,2,250,500
SER001122,BOOK003901,HOT0171,EMP00049,Airport Pickup,2026-03-14,4,1500,6000
SER001123,BOOK003640,HOT0109,EMP00550,Swimming Pool,2024-08-24,4,1000,4000
SER001124,BOOK003735,HOT0144,EMP00114,Lunch,2025-10-04,2,500,1000
SER001125,BOOK004205,HOT0236,EMP00325,Laundry,2025-03-07,4,250,1000
SER001126,BOOK000304,HOT0112,EMP00612,Laundry,2026-06-24,1,500,500
SER001127,BOOK001150,HOT0128,EMP00189,Swimming Pool,2025-10-25,1,1500,1500
SER001128,BOOK000668,HOT0007,EMP00666,Airport Pickup,2024-12-27,1,250,250
SER001129,BOOK004206,HOT0228,EMP00380,Spa,2025-03-24,3,2000,6000
SER001130,BOOK001536,HOT0082,EMP00031,Laundry,2025-05-12,3,2000,6000
SER001131,BOOK000112,HOT0102,EMP00564,Lunch,2026-08-06,1,1500,1500
SER001132,BOOK000589,HOT0208,EMP00185,Room Cleaning,2026-02-03,4,500,2000
SER001133,BOOK000096,HOT0150,EMP00534,Mini Bar,2026-05-13,3,1000,3000
SER001134,BOOK002748,HOT0188,EMP00577,Breakfast,2024-12-11,1,250,250
SER001135,BOOK004083,HOT0153,EMP00147,Room Cleaning,2025-04-04,1,2000,2000
SER001136,BOOK004492,HOT0066,EMP00287,Room Cleaning,2025-06-26,3,500,1500
SER001137,BOOK002356,HOT0102,EMP00291,Breakfast,2024-11-04,3,750,2250
SER001138,BOOK000484,HOT0104,EMP00404,Gym,2026-06-12,3,250,750
SER001139,BOOK002794,HOT0093,EMP00588,Dinner,2025-03-19,3,250,750
SER001140,BOOK003799,HOT0241,EMP00295,Swimming Pool,2024-12-03,3,1500,4500
SER001141,BOOK002131,HOT0037,EMP00421,Swimming Pool,2025-09-07,3,1000,3000
SER001142,BOOK002301,HOT0053,EMP00690,Swimming Pool,2025-06-26,4,500,2000
SER001143,BOOK002276,HOT0121,EMP00239,Lunch,2025-03-20,2,1000,2000
SER001144,BOOK000015,HOT0130,EMP00768,Swimming Pool,2025-11-07,2,500,1000
SER001145,BOOK000050,HOT0039,EMP00728,Mini Bar,2025-12-09,3,1000,3000
SER001146,BOOK000997,HOT0162,EMP00185,Swimming Pool,2024-10-29,3,1000,3000
SER001147,BOOK004177,HOT0235,EMP00280,Laundry,2025-02-18,1,2000,2000
SER001148,BOOK001991,HOT0193,EMP00386,Mini Bar,2025-04-08,3,750,2250
SER001149,BOOK000086,HOT0082,EMP00690,Lunch,2025-10-12,2,750,1500
SER001150,BOOK004509,HOT0115,EMP00095,Room Cleaning,2026-06-25,3,1000,3000
SER001151,BOOK003713,HOT0035,EMP00321,Lunch,2025-03-12,4,250,1000
SER001152,BOOK003999,HOT0016,EMP00624,Spa,2026-05-26,4,2000,8000
SER001153,BOOK000519,HOT0238,EMP00436,Room Cleaning,2024-09-01,3,750,2250
SER001154,BOOK001684,HOT0245,EMP00696,Room Cleaning,2025-11-29,2,2000,4000
SER001155,BOOK001451,HOT0244,EMP00543,Laundry,2026-03-30,2,750,1500
SER001156,BOOK003077,HOT0034,EMP00410,Laundry,2025-04-13,2,2000,4000
SER001157,BOOK004630,HOT0148,EMP00459,Spa,2026-01-27,1,250,250
SER001158,BOOK002452,HOT0224,EMP00650,Spa,2025-01-02,3,1500,4500
SER001159,BOOK002991,HOT0161,EMP00503,Laundry,2026-01-17,4,2000,8000
SER001160,BOOK003131,HOT0098,EMP00140,Dinner,2025-09-22,3,500,1500
SER001161,BOOK001090,HOT0098,EMP00023,Airport Pickup,2026-02-19,3,250,750
SER001162,BOOK004902,HOT0092,EMP00699,Breakfast,2025-01-08,1,750,750
SER001163,BOOK004708,HOT0054,EMP00636,Mini Bar,2026-03-30,1,1500,1500
SER001164,BOOK000130,HOT0045,EMP00090,Room Cleaning,2024-12-24,2,250,500
SER001165,BOOK000592,HOT0248,EMP00679,Lunch,2026-04-25,4,750,3000
SER001166,BOOK004376,HOT0246,EMP00317,Spa,2026-05-05,4,2000,8000
SER001167,BOOK003155,HOT0111,EMP00337,Spa,2025-06-10,4,250,1000
SER001168,BOOK000666,HOT0203,EMP00339,Room Cleaning,2025-10-21,1,2000,2000
SER001169,BOOK004325,HOT0203,EMP00434,Airport Pickup,2025-06-13,2,2000,4000
SER001170,BOOK004253,HOT0172,EMP00119,Swimming Pool,2025-10-05,2,1000,2000
SER001171,BOOK002185,HOT0221,EMP00648,Dinner,2026-05-29,2,1000,2000
SER001172,BOOK004470,HOT0196,EMP00590,Airport Pickup,2025-09-25,2,2000,4000
SER001173,BOOK002722,HOT0146,EMP00677,Airport Pickup,2025-10-13,1,250,250
SER001174,BOOK004069,HOT0193,EMP00174,Breakfast,2026-05-22,1,1000,1000
SER001175,BOOK001893,HOT0226,EMP00390,Swimming Pool,2026-02-18,4,2000,8000
SER001176,BOOK000118,HOT0096,EMP00491,Breakfast,2026-05-24,3,2000,6000
SER001177,BOOK001984,HOT0027,EMP00596,Room Cleaning,2024-10-13,4,1000,4000
SER001178,BOOK004439,HOT0011,EMP00769,Mini Bar,2025-04-27,4,1500,6000
SER001179,BOOK003781,HOT0082,EMP00283,Breakfast,2025-02-04,4,500,2000
SER001180,BOOK004752,HOT0106,EMP00487,Swimming Pool,2025-05-26,4,1000,4000
SER001181,BOOK004592,HOT0069,EMP00321,Dinner,2026-03-23,4,1500,6000
SER001182,BOOK003534,HOT0155,EMP00440,Lunch,2025-09-19,2,1500,3000
SER001183,BOOK002021,HOT0198,EMP00602,Mini Bar,2025-10-06,1,2000,2000
SER001184,BOOK004191,HOT0169,EMP00295,Laundry,2025-07-19,2,2000,4000
SER001185,BOOK000263,HOT0210,EMP00652,Laundry,2025-04-29,3,500,1500
SER001186,BOOK001108,HOT0078,EMP00125,Mini Bar,2025-10-23,3,250,750
SER001187,BOOK001206,HOT0155,EMP00198,Mini Bar,2025-02-26,3,750,2250
SER001188,BOOK003702,HOT0106,EMP00639,Gym,2025-12-24,1,750,750
SER001189,BOOK000545,HOT0186,EMP00016,Airport Pickup,2024-11-29,4,2000,8000
SER001190,BOOK004753,HOT0198,EMP00366,Spa,2025-12-24,2,750,1500
SER001191,BOOK000870,HOT0097,EMP00656,Laundry,2026-03-08,1,250,250
SER001192,BOOK003605,HOT0158,EMP00368,Gym,2025-11-18,2,1000,2000
SER001193,BOOK002602,HOT0162,EMP00158,Spa,2026-05-09,2,250,500
SER001194,BOOK002227,HOT0166,EMP00020,Dinner,2024-11-15,1,1000,1000
SER001195,BOOK003847,HOT0209,EMP00618,Airport Pickup,2025-08-27,1,1000,1000
SER001196,BOOK003513,HOT0135,EMP00296,Dinner,2025-05-17,2,500,1000
SER001197,BOOK001298,HOT0186,EMP00176,Dinner,2025-07-26,4,2000,8000
SER001198,BOOK001256,HOT0075,EMP00166,Lunch,2025-11-10,3,250,750
SER001199,BOOK001083,HOT0091,EMP00046,Room Cleaning,2025-02-26,2,1500,3000
SER001200,BOOK004481,HOT0221,EMP00713,Breakfast,2026-03-09,2,250,500
SER001201,BOOK003690,HOT0073,EMP00631,Spa,2026-08-27,3,750,2250
SER001202,BOOK003165,HOT0154,EMP00667,Room Cleaning,2026-04-18,1,1000,1000
SER001203,BOOK003172,HOT0041,EMP00184,Laundry,2025-03-17,2,1500,3000
SER001204,BOOK002563,HOT0248,EMP00762,Swimming Pool,2025-05-19,3,750,2250
SER001205,BOOK002015,HOT0112,EMP00687,Swimming Pool,2025-10-08,2,2000,4000
SER001206,BOOK001268,HOT0117,EMP00648,Lunch,2025-09-04,4,250,1000
SER001207,BOOK003538,HOT0170,EMP00571,Dinner,2025-09-02,4,2000,8000
SER001208,BOOK001526,HOT0194,EMP00722,Swimming Pool,2025-08-23,3,1500,4500
SER001209,BOOK001244,HOT0017,EMP00580,Lunch,2024-12-14,1,750,750
SER001210,BOOK002680,HOT0093,EMP00663,Lunch,2026-03-25,3,250,750
SER001211,BOOK002788,HOT0152,EMP00449,Room Cleaning,2024-09-30,1,750,750
SER001212,BOOK003410,HOT0116,EMP00414,Laundry,2026-04-16,4,1500,6000
SER001213,BOOK004295,HOT0001,EMP00798,Gym,2025-08-05,3,1000,3000
SER001214,BOOK001000,HOT0155,EMP00248,Laundry,2024-09-23,2,1000,2000
SER001215,BOOK001484,HOT0189,EMP00179,Dinner,2025-09-27,3,2000,6000
SER001216,BOOK000840,HOT0169,EMP00250,Gym,2024-11-15,3,1000,3000
SER001217,BOOK001913,HOT0022,EMP00025,Swimming Pool,2026-07-15,3,250,750
SER001218,BOOK000472,HOT0193,EMP00767,Spa,2024-10-01,2,2000,4000
SER001219,BOOK004844,HOT0024,EMP00661,Lunch,2025-09-13,4,2000,8000
SER001220,BOOK000682,HOT0231,EMP00261,Breakfast,2024-09-09,2,750,1500
SER001221,BOOK000535,HOT0057,EMP00642,Breakfast,2025-06-13,3,1500,4500
SER001222,BOOK002023,HOT0086,EMP00675,Laundry,2025-07-28,2,1000,2000
SER001223,BOOK003672,HOT0177,EMP00007,Laundry,2026-05-09,1,1500,1500
SER001224,BOOK000620,HOT0123,EMP00399,Swimming Pool,2024-12-06,2,250,500
SER001225,BOOK002906,HOT0151,EMP00085,Mini Bar,2024-10-11,2,2000,4000
SER001226,BOOK002822,HOT0158,EMP00552,Breakfast,2025-12-08,2,500,1000
SER001227,BOOK000266,HOT0028,EMP00065,Spa,2025-07-21,3,2000,6000
SER001228,BOOK004622,HOT0202,EMP00152,Laundry,2024-11-27,1,1000,1000
SER001229,BOOK004948,HOT0099,EMP00024,Room Cleaning,2025-07-11,4,1000,4000
SER001230,BOOK004577,HOT0153,EMP00626,Breakfast,2025-12-06,2,250,500
SER001231,BOOK001445,HOT0160,EMP00022,Dinner,2025-12-21,4,500,2000
SER001232,BOOK000903,HOT0151,EMP00684,Spa,2026-01-07,4,1000,4000
SER001233,BOOK004047,HOT0215,EMP00282,Spa,2025-04-11,4,500,2000
SER001234,BOOK004553,HOT0077,EMP00202,Room Cleaning,2026-04-08,2,750,1500
SER001235,BOOK001351,HOT0037,EMP00082,Swimming Pool,2025-11-26,4,1000,4000
SER001236,BOOK004044,HOT0193,EMP00289,Breakfast,2025-02-23,1,1000,1000
SER001237,BOOK001240,HOT0123,EMP00017,Airport Pickup,2026-06-07,2,750,1500
SER001238,BOOK001747,HOT0105,EMP00103,Lunch,2024-12-06,4,1500,6000
SER001239,BOOK000428,HOT0240,EMP00171,Airport Pickup,2025-08-04,4,2000,8000
SER001240,BOOK004041,HOT0201,EMP00798,Swimming Pool,2026-06-19,4,1000,4000
SER001241,BOOK002518,HOT0096,EMP00359,Spa,2026-07-03,1,250,250
SER001242,BOOK004991,HOT0072,EMP00423,Mini Bar,2026-01-10,1,1500,1500
SER001243,BOOK001372,HOT0119,EMP00459,Airport Pickup,2025-06-30,2,250,500
SER001244,BOOK004152,HOT0049,EMP00156,Gym,2025-09-12,1,750,750
SER001245,BOOK002284,HOT0021,EMP00232,Dinner,2025-03-05,2,250,500
SER001246,BOOK004394,HOT0001,EMP00512,Airport Pickup,2026-02-11,2,1000,2000
SER001247,BOOK004228,HOT0005,EMP00187,Room Cleaning,2026-06-07,3,250,750
SER001248,BOOK003092,HOT0102,EMP00639,Mini Bar,2025-07-23,2,2000,4000
SER001249,BOOK003343,HOT0112,EMP00142,Lunch,2026-03-17,1,500,500
SER001250,BOOK000146,HOT0101,EMP00606,Airport Pickup,2026-05-18,4,1500,6000
SER001251,BOOK002025,HOT0204,EMP00051,Room Cleaning,2025-04-17,1,2000,2000
SER001252,BOOK002705,HOT0009,EMP00217,Lunch,2024-09-24,2,1000,2000
SER001253,BOOK001255,HOT0095,EMP00469,Room Cleaning,2024-11-27,3,750,2250
SER001254,BOOK002230,HOT0091,EMP00595,Gym,2026-06-11,4,250,1000
SER001255,BOOK001185,HOT0008,EMP00551,Gym,2026-04-12,3,1500,4500
SER001256,BOOK000022,HOT0061,EMP00030,Spa,2024-08-30,1,750,750
SER001257,BOOK002933,HOT0059,EMP00213,Breakfast,2025-09-09,2,500,1000
SER001258,BOOK002302,HOT0084,EMP00066,Dinner,2025-03-22,4,750,3000
SER001259,BOOK001092,HOT0225,EMP00146,Swimming Pool,2024-12-05,1,1000,1000
SER001260,BOOK000345,HOT0042,EMP00717,Room Cleaning,2025-08-29,3,750,2250
