room_id,hotel_id,room_number,room_type,capacity,base_price,floor,availability
ROOM001351,HOT0202,492,Presidential,1,5000,6,Occupied
ROOM001352,HOT0127,892,Deluxe,1,5000,8,Occupied
ROOM001353,HOT0200,386,Family,4,15000,7,Occupied
ROOM001354,HOT0134,906,Deluxe,2,5000,10,Occupied
ROOM001355,HOT0070,299,Executive,1,5000,1,Occupied
ROOM001356,HOT0218,675,Deluxe,2,7000,8,Maintenance
ROOM001357,HOT0141,560,Executive,1,15000,6,Occupied
ROOM001358,HOT0110,103,Family,1,2500,11,Available
ROOM001359,HOT0140,316,Presidential,2,15000,15,Available
ROOM001360,HOT0195,460,Deluxe,4,5000,14,Maintenance
ROOM001361,HOT0011,752,Executive,3,3500,10,Occupied
ROOM001362,HOT0216,332,,5,3500,2,Maintenance
ROOM001363,HOT0168,222,Standard,3,10000,2,Occupied
ROOM001364,HOT0162,362,Standard,5,3500,13,Maintenance
ROOM001365,HOT0206,548,Standard,6,3500,9,Maintenance
ROOM001366,HOT0211,100,Deluxe,5,10000,11,Available
ROOM001367,HOT0164,821,Deluxe,4,5000,9,Occupied
ROOM001368,HOT0237,843,Family,4,3500,8,Occupied
ROOM001369,HOT0157,557,Presidential,1,3500,9,Available
ROOM001370,HOT0237,465,Standard,1,3500,14,Available
ROOM001371,HOT0102,311,Deluxe,4,10000,3,Maintenance
ROOM001372,HOT0241,874,Presidential,5,3500,4,Available
ROOM001373,HOT0050,465,Deluxe,6,15000,2,Occupied
ROOM001374,HOT0160,771,Family,3,10000,4,Maintenance
ROOM001375,HOT0187,925,Suite,6,3500,12,Available
ROOM001376,HOT0140,387,Executive,4,2500,7,Maintenance
ROOM001377,HOT0108,791,Executive,4,3500,8,Occupied
ROOM001378,HOT0145,198,Standard,3,3500,12,Available
ROOM001379,HOT0067,594,Suite,4,5000,4,Maintenance
ROOM001380,HOT0192,764,Family,2,7000,14,Occupied
ROOM001381,HOT0237,657,Standard,1,15000,14,Maintenance
ROOM001382,HOT0185,415,Standard,1,5000,4,Maintenance
ROOM001383,HOT0148,233,Deluxe,4,7000,9,Available
ROOM001384,HOT0231,932,Executive,2,-5000,10,Available
ROOM001385,HOT0174,327,Suite,2,15000,11,Occupied
ROOM001386,HOT0095,825,Family,1,-15000,8,Maintenance
ROOM001387,HOT0141,153,Suite,3,5000,2,Maintenance
ROOM001388,HOT0120,441,Standard,4,5000,8,Maintenance
ROOM001389,HOT0177,745,Deluxe,1,7000,4,Occupied
ROOM001390,HOT0209,884,Suite,2,5000,8,Available
ROOM001391,HOT0003,562,Standard,3,10000,9,Available
ROOM001392,HOT0048,935,Suite,1,10000,2,Occupied
ROOM001393,HOT0122,237,Presidential,6,10000,7,Available
ROOM001394,HOT0217,912,Family,2,15000,1,Occupied
ROOM001395,HOT0030,191,Suite,5,10000,4,Maintenance
ROOM001396,HOT0246,855,Family,3,7000,11,Available
ROOM001397,HOT0140,992,Presidential,6,10000,10,Available
ROOM001398,HOT0038,889,Executive,6,7000,11,Maintenance
ROOM001399,HOT0154,110,Suite,3,10000,9,Maintenance
ROOM001400,HOT0150,506,Family,4,7000,10,Occupied
ROOM001401,HOT0074,974,Deluxe,3,7000,14,Maintenance
ROOM001402,HOT0237,591,Standard,1,5000,7,Available
ROOM001403,HOT0192,714,Presidential,4,3500,8,Maintenance
ROOM001404,HOT0084,578,Executive,3,2500,4,Maintenance
ROOM001405,HOT0068,238,Suite,4,3500,12,Available
ROOM001406,HOT0203,862,Executive,6,5000,10,Occupied
ROOM001407,HOT0247,436,Deluxe,5,15000,6,Available
ROOM001408,HOT0098,509,Standard,5,3500,6,Occupied
ROOM001409,HOT0066,262,Standard,3,5000,6,Occupied
ROOM001410,HOT0240,329,Standard,2,5000,14,Occupied
ROOM001411,HOT0023,881,Family,4,2500,3,Occupied
ROOM001412,HOT0046,902,Family,6,10000,2,Available
ROOM001413,HOT0150,655,Standard,5,15000,10,Maintenance
ROOM001414,HOT0154,276,Standard,6,3500,13,Occupied
ROOM001415,HOT0127,345,Standard,6,7000,2,Available
ROOM001416,HOT0004,193,Standard,5,10000,10,Occupied
ROOM001417,HOT0154,422,Suite,6,15000,8,Available
ROOM001418,HOT0017,910,Family,5,7000,3,Maintenance
ROOM001419,HOT0225,279,Deluxe,4,15000,10,Maintenance
ROOM001420,HOT0189,350,Presidential,4,3500,10,Available
ROOM001421,HOT0009,620,Standard,1,7000,10,Maintenance
ROOM001422,HOT0146,479,Presidential,5,2500,12,Available
ROOM001423,HOT0008,465,Standard,2,7000,2,Available
ROOM001424,HOT0085,681,Family,5,2500,8,Available
ROOM001425,HOT0055,173,Standard,3,2500,13,Occupied
ROOM001426,HOT0063,798,Executive,3,3500,11,Occupied
ROOM001427,HOT0231,569,Deluxe,3,10000,13,Available
ROOM001428,HOT0055,990,Suite,4,15000,11,Available
ROOM001429,HOT0064,370,Standard,3,7000,13,Maintenance
ROOM001430,HOT0129,274,Presidential,4,3500,15,Available
ROOM001431,HOT0233,200,Deluxe,1,3500,2,Available
ROOM001432,HOT0194,832,Executive,3,15000,13,Occupied
ROOM001433,HOT0143,749,Suite,1,7000,8,Available
ROOM001434,HOT0016,290,Executive,6,2500,10,Occupied
ROOM001435,HOT0238,545,Standard,6,15000,2,Available
ROOM001436,HOT0066,980,Deluxe,1,7000,7,Maintenance
ROOM001437,HOT0053,977,Standard,5,5000,2,Available
ROOM001438,HOT0091,779,Presidential,6,5000,9,Occupied
ROOM001439,HOT0161,512,Family,3,3500,5,Occupied
ROOM001440,HOT0055,981,Standard,6,15000,12,Occupied
ROOM001441,HOT0019,162,Executive,1,5000,11,Available
ROOM001442,HOT0122,151,Presidential,3,5000,1,Maintenance
ROOM001443,HOT0130,838,Standard,1,5000,6,Available
ROOM001444,HOT0005,150,,5,5000,14,Maintenance
ROOM001445,HOT0093,453,Standard,5,2500,3,Maintenance
ROOM001446,HOT0082,248,Deluxe,3,15000,1,Occupied
ROOM001447,HOT0175,835,Deluxe,3,7000,1,Maintenance
ROOM001448,HOT0046,974,Standard,2,5000,12,Maintenance
ROOM001449,HOT0116,116,Presidential,1,2500,1,Available
ROOM001450,HOT0029,476,Standard,5,3500,10,Occupied
ROOM001451,HOT0102,464,Deluxe,1,2500,9,Occupied
ROOM001452,HOT0110,530,Executive,5,2500,8,Available
ROOM001453,HOT0216,130,Suite,2,15000,7,Occupied
ROOM001454,HOT0142,688,Family,4,5000,6,Occupied
ROOM001455,HOT0112,769,Suite,6,15000,6,Maintenance
ROOM001456,HOT0164,702,Standard,6,10000,10,Maintenance
ROOM001457,HOT0203,201,Executive,5,2500,4,Maintenance
ROOM001458,HOT0175,897,Standard,1,15000,4,Available
ROOM001459,HOT0060,437,Family,4,15000,11,Occupied
ROOM001460,HOT0016,947,Standard,3,3500,14,Available
ROOM001461,HOT0231,578,Executive,3,5000,7,Occupied
ROOM001462,HOT0052,131,Executive,6,5000,7,Maintenance
ROOM001463,HOT0230,390,Standard,3,5000,7,Available
ROOM001464,HOT0229,412,Deluxe,3,2500,15,Maintenance
ROOM001465,HOT0176,499,Presidential,4,15000,7,Maintenance
ROOM001466,HOT0160,519,Presidential,6,10000,5,Maintenance
ROOM001467,HOT0015,197,Presidential,4,2500,12,Occupied
ROOM001468,HOT0218,287,Deluxe,2,3500,10,Maintenance
ROOM001469,HOT0195,795,Presidential,4,7000,6,Maintenance
ROOM001470,HOT0216,825,Suite,2,7000,12,Available
ROOM001471,HOT0177,778,Suite,1,3500,6,Maintenance
ROOM001472,HOT0024,710,Presidential,5,7000,13,Maintenance
ROOM001473,HOT0098,765,Family,3,2500,13,Available
ROOM001474,HOT0092,283,Deluxe,3,5000,1,Occupied
ROOM001475,HOT0125,650,Family,4,7000,14,Maintenance
ROOM001476,HOT0158,310,Presidential,6,5000,2,Occupied
ROOM001477,HOT0019,904,Family,1,5000,1,Occupied
ROOM001478,HOT0011,996,Executive,5,15000,7,Maintenance
ROOM001479,HOT0184,564,Deluxe,2,10000,4,Available
ROOM001480,HOT0154,445,Standard,4,2500,1,Maintenance
ROOM001481,HOT0137,238,Family,5,5000,15,Available
ROOM001482,HOT0092,450,Family,1,2500,12,Maintenance
ROOM001483,HOT0158,793,Family,5,15000,14,Maintenance
ROOM001484,HOT0242,407,Executive,6,10000,3,Maintenance
ROOM001485,HOT0205,948,Deluxe,5,3500,12,Occupied
ROOM001486,HOT0160,120,Standard,4,5000,11,Available
ROOM001487,HOT0129,590,Executive,6,15000,14,Occupied
ROOM001488,HOT0218,777,Family,3,2500,7,Available
ROOM001489,HOT0101,285,Presidential,4,15000,4,Available
ROOM001490,HOT0045,939,,5,5000,11,Available
ROOM001491,HOT0108,244,Deluxe,4,3500,13,Available
ROOM001492,HOT0055,233,Suite,6,7000,1,Available
ROOM001493,HOT0106,835,Executive,4,2500,5,Occupied
ROOM001494,HOT0243,478,Family,6,10000,8,Available
ROOM001495,HOT0233,577,Suite,6,5000,12,Available
ROOM001496,HOT0016,760,Family,6,15000,6,Maintenance
ROOM001497,HOT0007,755,Deluxe,6,5000,8,Available
ROOM001498,HOT0138,869,Standard,1,3500,10,Maintenance
ROOM001499,HOT0104,627,Family,3,10000,7,Occupied
ROOM001500,HOT0052,368,Family,3,2500,8,Maintenance
ROOM001501,HOT0226,431,Presidential,5,7000,13,Occupied
ROOM001502,HOT0009,237,Deluxe,6,5000,5,Maintenance
ROOM001503,HOT0102,845,Presidential,2,7000,8,Maintenance
ROOM001504,HOT0070,625,Presidential,1,5000,2,Maintenance
ROOM001505,HOT0002,167,Suite,5,5000,8,Occupied
ROOM001506,HOT0210,686,Family,4,2500,11,Available
ROOM001507,HOT0189,510,Presidential,2,15000,3,Available
ROOM001508,HOT0087,483,Suite,4,2500,3,Maintenance
ROOM001509,HOT0186,100,Family,2,5000,2,Available
ROOM001510,HOT0218,367,Family,6,10000,5,Maintenance
ROOM001511,HOT0235,646,Standard,2,2500,15,Available
ROOM001512,HOT0237,522,Suite,6,7000,5,Available
ROOM001513,HOT0027,456,Presidential,4,15000,10,Occupied
ROOM001514,HOT0074,752,Deluxe,3,3500,10,Available
ROOM001515,HOT0181,729,Deluxe,5,2500,1,Occupied
ROOM001516,HOT0211,517,Suite,5,5000,4,Available
ROOM001517,HOT0008,240,Presidential,5,5000,15,Maintenance
ROOM001518,HOT0173,120,Presidential,4,3500,3,Maintenance
ROOM001519,HOT0060,178,Executive,3,7000,1,Available
ROOM001520,HOT0016,719,Deluxe,1,2500,6,Maintenance
ROOM001521,HOT0126,699,Family,6,15000,6,Maintenance
ROOM001522,HOT0071,143,Executive,6,2500,11,Maintenance
ROOM001523,HOT0159,135,Family,5,5000,12,Maintenance
ROOM001524,HOT0230,150,Family,6,15000,4,Maintenance
ROOM001525,HOT0115,947,Family,5,7000,2,Available
ROOM001526,HOT0023,326,Family,3,3500,12,Maintenance
ROOM001527,HOT0093,327,Executive,1,15000,5,Available
ROOM001528,HOT0070,634,Family,1,15000,5,Maintenance
ROOM001529,HOT0131,428,Executive,2,2500,3,Maintenance
ROOM001530,HOT0179,930,Suite,2,10000,4,Available
ROOM001531,HOT0173,244,Executive,4,10000,2,Maintenance
ROOM001532,HOT0025,788,Suite,6,10000,6,Occupied
ROOM001533,HOT0223,656,Deluxe,5,15000,8,Occupied
ROOM001534,HOT0169,566,Presidential,3,7000,6,Occupied
ROOM001535,HOT0236,879,Suite,4,15000,2,Occupied
ROOM001536,HOT0148,354,Family,6,7000,5,Maintenance
ROOM001537,HOT0210,132,Family,1,15000,5,Maintenance
ROOM001538,HOT0247,477,Standard,5,10000,11,Available
ROOM001539,HOT0180,834,Executive,6,5000,13,Maintenance
ROOM001540,HOT0058,947,Suite,3,7000,12,Maintenance
ROOM001541,HOT0148,209,Standard,6,7000,8,Occupied
ROOM001542,HOT0194,455,Executive,6,7000,13,Available
ROOM001543,HOT0211,286,Standard,1,10000,11,Available
ROOM001544,HOT0008,712,Standard,4,15000,1,Available
ROOM001545,HOT0048,933,Executive,1,2500,7,Available
ROOM001546,HOT0229,397,Suite,1,2500,4,Maintenance
ROOM001547,HOT0206,493,Suite,6,10000,8,Maintenance
ROOM001548,HOT0190,413,Standard,6,7000,5,Occupied
ROOM001549,HOT0189,967,Presidential,4,5000,15,Maintenance
ROOM001550,HOT0141,762,Deluxe,6,5000,5,Available
ROOM001551,HOT0089,657,Deluxe,5,7000,14,Occupied
ROOM001552,HOT0163,774,Family,6,10000,11,Maintenance
ROOM001553,HOT0211,471,Executive,6,2500,15,Occupied
ROOM001554,HOT0188,311,Executive,4,2500,2,Available
ROOM001555,HOT0162,656,Suite,2,7000,2,Occupied
ROOM001556,HOT0239,127,Executive,2,15000,13,Maintenance
ROOM001557,HOT0052,442,Executive,6,15000,1,Occupied
ROOM001558,HOT0099,447,Suite,6,15000,10,Maintenance
ROOM001559,HOT0040,846,Suite,4,10000,9,Maintenance
ROOM001560,HOT0075,400,Deluxe,3,2500,5,Maintenance
ROOM001561,HOT0200,926,Presidential,1,3500,15,Occupied
ROOM001562,HOT0022,991,Standard,3,15000,1,Maintenance
ROOM001563,HOT0207,845,Presidential,4,10000,2,Maintenance
ROOM001564,HOT0112,644,Presidential,3,3500,15,Available
ROOM001565,HOT0032,507,Suite,4,15000,3,Available
ROOM001566,HOT0004,126,Family,1,5000,7,Available
ROOM001567,HOT0048,889,Family,3,10000,12,Maintenance
ROOM001568,HOT0019,765,Suite,1,2500,9,Available
ROOM001569,HOT0136,111,Executive,4,7000,11,Maintenance
ROOM001570,HOT0086,418,Executive,1,15000,4,Available
ROOM001571,HOT0200,280,Suite,2,10000,7,Occupied
ROOM001572,HOT0033,732,Deluxe,5,15000,11,Available
ROOM001573,HOT0221,714,Presidential,5,3500,1,Maintenance
ROOM001574,HOT0249,247,Executive,1,15000,1,Maintenance
ROOM001575,HOT0189,215,Executive,6,3500,1,Available
ROOM001576,HOT0167,821,Presidential,5,10000,5,Occupied
ROOM001577,HOT0029,599,Suite,4,15000,7,Available
ROOM001578,HOT0194,776,Suite,5,2500,7,Maintenance
ROOM001579,HOT0209,905,Presidential,6,2500,11,Available
ROOM001580,HOT0153,490,Deluxe,5,15000,7,Available
ROOM001581,HOT0119,785,Standard,6,5000,15,Occupied
ROOM001582,HOT0111,681,Family,4,3500,15,Available
ROOM001583,HOT0007,793,Deluxe,2,5000,14,Maintenance
ROOM001584,HOT0049,587,Deluxe,4,2500,2,Maintenance
ROOM001585,HOT0226,911,Deluxe,5,15000,3,Maintenance
ROOM001586,HOT0196,471,Presidential,1,15000,14,Occupied
ROOM001587,HOT0100,525,Standard,4,10000,13,Maintenance
ROOM001588,HOT0166,988,Suite,1,7000,7,Available
ROOM001589,HOT0186,353,Presidential,1,3500,11,Maintenance
ROOM001590,HOT0048,541,Standard,3,10000,15,Occupied
ROOM001591,HOT0134,508,Presidential,6,10000,9,Occupied
ROOM001592,HOT0131,992,Deluxe,6,7000,2,Occupied
ROOM001593,HOT0073,643,Suite,6,7000,3,Available
ROOM001594,HOT0246,914,Standard,6,5000,10,Available
ROOM001595,HOT0140,279,Executive,3,10000,9,Available
ROOM001596,HOT0002,557,Family,6,5000,4,Available
ROOM001597,HOT0027,784,Deluxe,1,5000,1,Maintenance
ROOM001598,HOT0179,840,Presidential,6,7000,8,Available
ROOM001599,HOT0180,486,Suite,3,10000,12,Available
ROOM001600,HOT0234,230,Executive,4,2500,12,Available
ROOM001601,HOT0123,663,Executive,3,5000,3,Available
ROOM001602,HOT0154,639,,2,2500,6,Occupied
ROOM001603,HOT0227,227,Deluxe,5,3500,6,Maintenance
ROOM001604,HOT0124,494,Executive,2,15000,15,Occupied
ROOM001605,HOT0129,308,Presidential,5,3500,11,Maintenance
ROOM001606,HOT0247,346,Executive,2,15000,13,Occupied
ROOM001607,HOT0244,778,Executive,2,10000,12,Available
ROOM001608,HOT0106,609,Deluxe,3,10000,8,Available
ROOM001609,HOT0102,806,Deluxe,2,10000,4,Available
ROOM001610,HOT0141,715,Deluxe,4,3500,1,Maintenance
ROOM001611,HOT0031,572,Family,1,10000,10,Occupied
ROOM001612,HOT0250,537,Family,4,10000,15,Maintenance
ROOM001613,HOT0004,719,Presidential,1,2500,5,Maintenance
ROOM001614,HOT0088,800,Deluxe,5,10000,10,Available
ROOM001615,HOT0122,705,Executive,2,2500,3,Occupied
ROOM001616,HOT0169,704,Deluxe,6,5000,11,Occupied
ROOM001617,HOT0013,513,Family,6,5000,15,Maintenance
ROOM001618,HOT0063,693,Deluxe,6,10000,15,Available
ROOM001619,HOT0087,773,Presidential,3,5000,1,Maintenance
ROOM001620,HOT0227,938,Executive,2,5000,14,Occupied
ROOM001621,HOT0096,251,,1,7000,14,Occupied
ROOM001622,HOT0066,628,Deluxe,3,3500,5,Occupied
ROOM001623,HOT0037,530,Deluxe,5,3500,11,Occupied
ROOM001624,HOT0063,314,Presidential,5,3500,10,Occupied
ROOM001625,HOT0061,331,Family,5,15000,1,Occupied
ROOM001626,HOT0130,864,Executive,1,3500,14,Available
ROOM001627,HOT0211,387,Family,4,15000,6,Available
ROOM001628,HOT0186,919,Deluxe,2,7000,15,Occupied
ROOM001629,HOT0060,778,Presidential,3,5000,5,Maintenance
ROOM001630,HOT0103,719,Presidential,4,5000,10,Maintenance
ROOM001631,HOT0144,143,Presidential,4,2500,11,Maintenance
ROOM001632,HOT0044,420,Standard,4,5000,11,Available
ROOM001633,HOT0078,222,Family,5,15000,15,Maintenance
ROOM001634,HOT0067,966,Standard,3,15000,3,Available
ROOM001635,HOT0162,560,Family,2,15000,5,Occupied
ROOM001636,HOT0104,707,Standard,1,15000,8,Maintenance
ROOM001637,HOT0003,435,Family,6,10000,3,Available
ROOM001638,HOT0165,299,Executive,3,7000,10,Maintenance
ROOM001639,HOT0189,523,Presidential,1,2500,12,Maintenance
ROOM001640,HOT0088,500,Family,5,3500,9,Available
ROOM001641,HOT0003,749,Executive,6,10000,7,Maintenance
ROOM001642,HOT0222,151,Executive,4,5000,6,Available
ROOM001643,HOT0055,617,Suite,1,10000,8,Maintenance
ROOM001644,HOT0140,981,Suite,5,5000,4,Available
ROOM001645,HOT0011,952,Deluxe,5,2500,12,Occupied
ROOM001646,HOT0112,860,Family,6,5000,4,Occupied
ROOM001647,HOT0147,930,Executive,6,10000,15,Occupied
ROOM001648,HOT0067,544,Executive,6,15000,10,Available
ROOM001649,HOT0007,290,Deluxe,4,7000,12,Available
ROOM001650,HOT0100,186,Standard,6,2500,1,Maintenance
ROOM001651,HOT0117,268,Suite,2,2500,11,Occupied
ROOM001652,HOT0228,896,Suite,1,5000,7,Maintenance
ROOM001653,HOT0139,456,Suite,5,3500,2,Available
ROOM001654,HOT0171,304,Family,1,15000,12,Occupied
ROOM001655,HOT0086,854,Standard,5,3500,12,Available
ROOM001656,HOT0027,400,Presidential,1,10000,14,Available
ROOM001657,HOT0176,859,Deluxe,1,3500,9,Available
ROOM001658,HOT0043,116,Deluxe,6,5000,13,Occupied
ROOM001659,HOT0142,628,Standard,6,3500,12,Available
ROOM001660,HOT0104,440,Standard,3,2500,4,Maintenance
ROOM001661,HOT0185,873,Presidential,3,7000,13,Maintenance
ROOM001662,HOT0101,300,Standard,3,5000,6,Maintenance
ROOM001663,HOT0092,486,Suite,2,15000,11,Occupied
ROOM001664,HOT0046,802,Standard,1,2500,7,Occupied
ROOM001665,HOT0036,438,Suite,2,3500,3,Maintenance
ROOM001666,HOT0219,997,Executive,6,10000,3,Occupied
ROOM001667,HOT0247,690,Family,1,3500,5,Available
ROOM001668,HOT0121,747,Suite,4,2500,3,Maintenance
ROOM001669,HOT0065,831,Family,1,15000,3,Available
ROOM001670,HOT0127,408,Standard,3,2500,12,Maintenance
ROOM001671,HOT0176,424,Family,3,2500,10,Available
ROOM001672,HOT0240,633,Presidential,1,3500,15,Available
ROOM001673,HOT0248,778,Family,2,3500,13,Maintenance
ROOM001674,HOT0131,520,Executive,4,3500,12,Maintenance
ROOM001675,HOT0239,607,Executive,6,7000,5,Available
ROOM001676,HOT0240,557,Presidential,4,10000,4,Occupied
ROOM001677,HOT0141,462,Executive,1,2500,3,Available
ROOM001678,HOT0161,591,Suite,4,7000,7,Maintenance
ROOM001679,HOT0177,884,Deluxe,4,3500,4,Maintenance
ROOM001680,HOT0229,490,Deluxe,5,7000,5,Maintenance
ROOM001681,HOT0041,839,Deluxe,4,2500,12,Maintenance
ROOM001682,HOT0062,614,Suite,2,3500,10,Available
ROOM001683,HOT0174,661,Suite,1,15000,12,Occupied
ROOM001684,HOT0212,672,Family,6,2500,10,Available
ROOM001685,HOT0241,692,Suite,4,15000,8,Available
ROOM001686,HOT0184,653,Standard,6,7000,1,Occupied
ROOM001687,HOT0158,949,Presidential,3,10000,2,Maintenance
ROOM001688,HOT0103,354,Executive,5,7000,12,Available
ROOM001689,HOT0022,864,Family,5,2500,3,Maintenance
ROOM001690,HOT0190,463,Deluxe,1,7000,6,Maintenance
ROOM001691,HOT0027,164,Deluxe,2,15000,3,Available
ROOM001692,HOT0197,355,Executive,4,15000,10,Occupied
ROOM001693,HOT0123,674,,2,3500,5,Available
ROOM001694,HOT0089,932,Family,4,3500,8,Occupied
ROOM001695,HOT0205,474,Deluxe,6,3500,5,Maintenance
ROOM001696,HOT0107,950,Standard,1,3500,14,Available
ROOM001697,HOT0235,345,Presidential,3,10000,13,Available
ROOM001698,HOT0182,118,Deluxe,3,5000,5,Maintenance
ROOM001699,HOT0154,308,Deluxe,6,5000,2,Available
ROOM001700,HOT0229,928,Suite,4,2500,11,Maintenance
ROOM001701,HOT0075,749,Deluxe,6,2500,5,Available
ROOM001702,HOT0050,161,Family,1,2500,4,Maintenance
ROOM001703,HOT0034,878,Presidential,5,10000,10,Occupied
ROOM001704,HOT0242,460,Executive,6,2500,9,Maintenance
ROOM001705,HOT0226,328,Presidential,4,15000,15,Maintenance
ROOM001706,HOT0049,319,Executive,4,15000,6,Maintenance
ROOM001707,HOT0028,829,Suite,5,7000,6,Occupied
ROOM001708,HOT0072,982,Standard,2,10000,9,Available
ROOM001709,HOT0101,262,Family,2,3500,4,Maintenance
ROOM001710,HOT0080,267,Standard,5,15000,6,Available
ROOM001711,HOT0139,998,Family,1,7000,7,Available
ROOM001712,HOT0010,390,Presidential,4,3500,14,Occupied
ROOM001713,HOT0181,845,Standard,3,15000,7,Available
ROOM001714,HOT0177,942,Executive,2,10000,11,Occupied
ROOM001715,HOT0072,122,Suite,2,3500,15,Maintenance
ROOM001716,HOT0087,756,Standard,6,5000,13,Occupied
ROOM001717,HOT0003,313,Family,4,2500,6,Occupied
ROOM001718,HOT0093,454,Executive,5,2500,12,Maintenance
ROOM001719,HOT0187,467,Deluxe,5,15000,6,Available
ROOM001720,HOT0174,552,,6,10000,7,Available
ROOM001721,HOT0178,295,Executive,3,15000,9,Maintenance
ROOM001722,HOT0119,634,Deluxe,1,7000,9,Maintenance
ROOM001723,HOT0036,994,Presidential,1,15000,11,Maintenance
ROOM001724,HOT0028,846,Family,4,2500,2,Available
ROOM001725,HOT0243,936,Executive,3,3500,11,Available
ROOM001726,HOT0099,242,Standard,4,10000,7,Maintenance
ROOM001727,HOT0234,746,Deluxe,2,2500,10,Maintenance
ROOM001728,HOT0059,976,Presidential,1,3500,1,Available
ROOM001729,HOT0174,478,Family,3,7000,14,Maintenance
ROOM001730,HOT0044,182,Suite,5,15000,6,Occupied
ROOM001731,HOT0238,885,Executive,5,10000,2,Maintenance
ROOM001732,HOT0077,675,Standard,2,7000,15,Maintenance
ROOM001733,HOT0179,942,Deluxe,2,10000,6,Available
ROOM001734,HOT0053,160,Deluxe,5,3500,14,Maintenance
ROOM001735,HOT0047,521,Presidential,4,10000,10,Occupied
ROOM001736,HOT0145,102,Standard,3,2500,12,Available
ROOM001737,HOT0181,725,Suite,6,7000,11,Maintenance
ROOM001738,HOT0026,712,Family,1,7000,4,Occupied
ROOM001739,HOT0124,420,Suite,5,3500,14,Occupied
ROOM001740,HOT0055,360,Presidential,4,10000,13,Occupied
ROOM001741,HOT0161,982,Deluxe,6,15000,5,Available
ROOM001742,HOT0233,227,Deluxe,1,15000,2,Occupied
ROOM001743,HOT0198,720,Executive,3,7000,9,Occupied
ROOM001744,HOT0149,762,Executive,2,10000,8,Available
ROOM001745,HOT0063,936,Presidential,2,10000,6,Occupied
ROOM001746,HOT0136,444,Standard,4,5000,14,Occupied
ROOM001747,HOT0170,816,Family,1,7000,5,Available
ROOM001748,HOT0233,586,Executive,4,5000,15,Occupied
ROOM001749,HOT0052,389,Family,3,7000,7,Available
ROOM001750,HOT0006,575,Executive,5,2500,5,Maintenance
ROOM001751,HOT0116,978,Deluxe,6,7000,8,Occupied
ROOM001752,HOT0074,828,Executive,3,2500,7,Maintenance
ROOM001753,HOT0052,869,Executive,2,10000,10,Occupied
ROOM001754,HOT0076,317,Standard,6,5000,8,Maintenance
ROOM001755,HOT0160,456,Presidential,4,2500,3,Maintenance
ROOM001756,HOT0025,616,Executive,3,3500,13,Occupied
ROOM001757,HOT0187,868,Family,4,2500,5,Maintenance
ROOM001758,HOT0130,648,Family,2,2500,7,Maintenance
ROOM001759,HOT0235,101,Suite,2,2500,1,Occupied
ROOM001760,HOT0061,271,Presidential,6,15000,11,Maintenance
ROOM001761,HOT0128,634,Standard,1,2500,12,Available
ROOM001762,HOT0101,353,Family,4,15000,9,Available
ROOM001763,HOT0117,278,Deluxe,6,10000,7,Occupied
ROOM001764,HOT0096,118,Deluxe,3,10000,1,Available
ROOM001765,HOT0115,289,Suite,1,7000,6,Occupied
ROOM001766,HOT0107,971,Family,6,5000,15,Occupied
ROOM001767,HOT0218,502,Family,3,15000,14,Occupied
ROOM001768,HOT0141,637,Standard,4,10000,1,Occupied
ROOM001769,HOT0007,577,Suite,4,3500,12,Occupied
ROOM001770,HOT0182,731,Deluxe,5,7000,1,Maintenance
ROOM001771,HOT0090,390,Deluxe,5,5000,14,Available
ROOM001772,HOT0005,727,Suite,4,15000,8,Maintenance
ROOM001773,HOT0121,389,Standard,6,5000,9,Maintenance
ROOM001774,HOT0186,438,Executive,5,3500,9,Maintenance
ROOM001775,HOT0038,277,Family,6,3500,11,Maintenance
ROOM001776,HOT0065,401,Standard,6,2500,8,Available
ROOM001777,HOT0152,233,Presidential,1,2500,14,Maintenance
ROOM001778,HOT0207,992,Presidential,2,2500,10,Available
ROOM001779,HOT0072,100,Executive,4,15000,6,Available
ROOM001780,HOT0166,531,Presidential,5,5000,11,Occupied
ROOM001781,HOT0103,879,Deluxe,1,2500,13,Occupied
ROOM001782,HOT0236,182,Deluxe,4,3500,15,Maintenance
ROOM001783,HOT0202,794,Family,3,2500,5,Available
ROOM001784,HOT0169,178,Deluxe,4,10000,2,Available
ROOM001785,HOT0213,810,Deluxe,4,15000,14,Occupied
ROOM001786,HOT0028,729,Standard,6,3500,12,Occupied
ROOM001787,HOT0008,475,Presidential,5,5000,13,Occupied
ROOM001788,HOT0037,512,Family,6,5000,6,Available
ROOM001789,HOT0181,202,,3,3500,6,Occupied
ROOM001790,HOT0028,823,Executive,5,2500,14,Available
ROOM001791,HOT0017,934,,6,3500,3,Maintenance
ROOM001792,HOT0228,269,Presidential,2,7000,12,Maintenance
ROOM001793,HOT0091,525,Suite,3,7000,8,Occupied
ROOM001794,HOT0241,365,Presidential,2,3500,10,Occupied
ROOM001795,HOT0021,603,Presidential,6,10000,5,Maintenance
ROOM001796,HOT0116,458,Suite,6,7000,7,Available
ROOM001797,HOT0171,814,Presidential,4,10000,4,Maintenance
ROOM001798,HOT0093,500,Deluxe,2,10000,7,Maintenance
ROOM001799,HOT0209,291,Deluxe,4,2500,8,Available
ROOM001800,HOT0089,178,Presidential,2,10000,1,Available
